17.136,9.05
14.07,7.66
25.2,12.7
27.867,13.91
30.051,14.89
27.3,13.65
35.28,17.26
32.865,16.17
35.797335,17.92
35.797335,17.92
35.797335,17.92
32.592,16.04
30.639,15.16
29.232,14.52
26.67,13.36
25.41,12.8
25.032,12.62
26.292,13.19
25.095,12.65
27.867,13.91
27.804,13.88
25.788,12.97
25.788,12.97
35.797335,20.5
35.797335,23.18
35.797335,22.43
35.797335,24.96
35.797335,24
35.797335,21.96
35.797335,17.92
29.19,14.5
31.92,15.74
30.45,15.08
28.77,14.32
28.56,14.22
30.912,15.28
28.098,14.01
35.7,17.45
29.841,14.8
30.45,15.08
34.965,17.12
34.251,16.79
29.2005,14.51
31.08,15.36
29.253,14.53
29.253,14.53
27.3,13.65
29.253,14.53
28.35,14.12
29.253,14.53
29.82,14.79
30.03,14.88
29.085,14.46
29.673,14.72
34.44,16.88
26.964,13.5
35.797335,17.92
30.975,15.31
31.29,15.46
29.82,14.79
28.35,14.12
28.14,14.03
28.14,14.03
26.733,13.39
24.402,12.34
28.14,14.03
26.733,13.39
27.153,13.58
28.35,14.12
31.542,15.57
31.29,15.46
35.797335,20.82
35.797335,23.33
35.797335,20.44
35.797335,23.28
35.797335,23.79
35.797335,21
34.65,16.98
27.3,13.65
30.03,14.88
29.19,14.5
30.45,15.08
29.19,14.5
32.76,16.12
28.14,14.03
31.143,15.39
30.471,15.08
29.4,14.6
33.936,16.65
33.243,16.34
27.384,13.69
29.4,14.6
26.208,13.16
25.557,12.86
23.037,11.72
24.15,12.22
24.402,12.34
23.31,11.84
25.536,12.85
25.074,12.64
26.25,13.18
25.2,12.7
28.35,14.12
29.4,14.6
34.545,16.93
30.45,15.08
29.82,14.79
30.24,14.98
30.429,15.07
29.82,14.79
30.45,15.08
31.29,15.46
31.29,15.46
31.92,15.74
